ID,Species-Id-Mets-Score,Species-Id-Mets-Rank,Species-All-Mets-Score,Species-All-Mets-Rank,Enzymes-Id-Mets-Score,Enzymes-Id-Mets-Rank,Enzymes-All-Mets-Score,Enzymes-All-Mets-Rank
HILIC-pos_Cluster_1560,,,0.2253,3759,,,0.2761,3488
Dibenzoxepines,,,0.3872,263,,,0.3679,718
HILIC-pos_Cluster_1562,,,0.2532,2327,,,0.2413,5238
Keto acids and derivatives,,,0.2303,3471,,,0.1855,9045
HILIC-pos_Cluster_1564,,,0.1954,6028,,,0.3552,1015
Diphenylmethanes,,,0.2333,3273,,,0.1779,9565
HILIC-pos_Cluster_1566,,,0.308,942,,,0.263,4065
HILIC-pos_Cluster_1567,,,0.2719,1694,,,0.2748,3551
HILIC-pos_Cluster_1568,,,0.2042,5285,,,0.2099,7331
HILIC-pos_Cluster_1569,,,0.1747,7625,,,0.2226,6414
HILIC-pos_Cluster_1570,,,0.2273,3644,,,0.1876,8864
O-alkylglycerone phosphates,,,0.2226,3953,,,0.1715,9910
HILIC-pos_Cluster_1572,,,0.2211,4059,,,0.2256,6230
HILIC-pos_Cluster_1573,,,0.1661,8132,,,0.2986,2628
HILIC-pos_Cluster_1574,,,0.1903,6460,,,0.3588,937
HILIC-pos_Cluster_1575,,,0.2129,4649,,,0.1831,9213
HILIC-pos_Cluster_1576,,,0.1846,6918,,,0.1708,9944
HILIC-pos_Cluster_1577,,,0.2308,3441,,,0.1829,9229
HILIC-pos_Cluster_1578,,,0.1567,8519,,,0.2803,3326
HILIC-pos_Cluster_1579,,,0.1469,8752,,,0.3284,1704
C18:2 carnitine,0.466,53,0.3418,544,0.3992,271,0.2691,3790
Acyl carnitines,,,0.1913,6349,,,0.2817,3260
HILIC-pos_Cluster_1582,,,0.2329,3298,,,0.2728,3634
Monoalkylglycerophosphates,,,0.2226,3954,,,0.3646,770
HILIC-pos_Cluster_1584,,,0.1849,6894,,,0.2707,3722
HILIC-pos_Cluster_1585,,,0.2232,3911,,,0.3358,1501
C18:1 carnitine,0.3583,187,0.2817,1454,0.2303,2386,0.2033,7766
Stigmastanes and derivatives,,,0.1805,7209,,,0.2701,3744
HILIC-pos_Cluster_1588,,,0.2178,4289,,,0.2157,6901
HILIC-pos_Cluster_1589,,,0.2715,1707,,,0.265,3970
HILIC-pos_Cluster_1590,,,0.2995,1090,,,0.2498,4755
HILIC-pos_Cluster_1591,,,0.2675,1839,,,0.2078,7471
HILIC-pos_Cluster_1592,,,0.1958,5997,,,0.2217,6479
C18 carnitine,0.3081,358,0.2478,2548,0.2749,1743,0.2134,7068
HILIC-pos_Cluster_1594,,,0.156,8536,,,0.1903,8678
Cholesterols and derivatives,,,0.1892,6539,,,0.2192,6649
HILIC-pos_Cluster_1596,,,0.1967,5924,,,0.2089,7405
HILIC-pos_Cluster_1597,,,0.2655,1904,,,0.2865,3048
Amino acids, peptides, and analogues,,,0.2552,2238,,,0.3563,987
Amino acids, peptides, and analogues,,,0.2162,4390,,,0.1977,8153
Amino acids, peptides, and analogues,,,0.1844,6933,,,0.1821,9284
Cholesterols and derivatives,,,0.3193,777,,,0.2184,6700
HILIC-pos_Cluster_1602,,,0.1878,6641,,,0.277,3451
HILIC-pos_Cluster_1603,,,0.4051,191,,,0.4242,282
Vitamin D and derivatives,,,0.1809,7173,,,0.331,1623
Ergosterols and derivatives,,,0.1895,6520,,,0.2137,7053
HILIC-pos_Cluster_1606,,,0.2235,3886,,,0.1905,8666
HILIC-pos_Cluster_1607,,,0.1971,5885,,,0.2458,4982
HILIC-pos_Cluster_1608,,,0.1837,6978,,,0.3012,2507
HILIC-pos_Cluster_1609,,,0.1564,8525,,,0.1641,10261
HILIC-pos_Cluster_1610,,,0.2726,1672,,,0.2906,2898
HILIC-pos_Cluster_1611,,,0.2064,5129,,,0.2305,5915
Solanocapsine-type alkaloids,,,0.2498,2462,,,0.24,5309
Glycerophosphates,,,0.4851,61,,,0.5227,55
Vitamin D and derivatives,,,0.217,4343,,,0.2471,4902
HILIC-pos_Cluster_1615,,,0.1776,7432,,,0.2722,3659
HILIC-pos_Cluster_1616,,,0.2035,5342,,,0.3242,1808
HILIC-pos_Cluster_1617,,,0.2112,4762,,,0.2384,5406
HILIC-pos_Cluster_1618,,,0.191,6386,,,0.1918,8582
HILIC-pos_Cluster_1619,,,0.1852,6871,,,0.3124,2140
HILIC-pos_Cluster_1620,,,0.1723,7757,,,0.1811,9355
HILIC-pos_Cluster_1621,,,0.2449,2665,,,0.1621,10334
HILIC-pos_Cluster_1622,,,0.2932,1202,,,0.3661,747
HILIC-pos_Cluster_1623,,,0.2924,1215,,,0.3481,1230
Flavonoids,,,0.2682,1816,,,0.1831,9205
Flavonoids,,,0.1853,6863,,,0.263,4066
HILIC-pos_Cluster_1626,,,0.1939,6165,,,0.1576,10491
Isoflavonoids,,,0.1957,6005,,,0.2469,4913
HILIC-pos_Cluster_1628,,,0.2662,1881,,,0.3278,1723
HILIC-pos_Cluster_1629,,,0.1939,6166,,,0.1943,8406
HILIC-pos_Cluster_1630,,,0.1687,7973,,,0.2297,5968
HILIC-pos_Cluster_1631,,,0.17,7887,,,0.2496,4761
HILIC-pos_Cluster_1632,,,0.2201,4138,,,0.1449,10768
1-(1Z-alkenyl)-glycero-3-phosphoethanolamines,,,0.2671,1855,,,0.2269,6153
1-(1Z-alkenyl)-glycero-3-phosphoethanolamines,,,0.1739,7668,,,0.2022,7835
HILIC-pos_Cluster_1635,,,0.2022,5449,,,0.2319,5826
HILIC-pos_Cluster_1636,,,0.1829,7028,,,0.1701,9981
Sesquiterpenoids,,,0.3117,884,,,0.21,7326
HILIC-pos_Cluster_1638,,,0.2085,4990,,,0.2639,4018
HILIC-pos_Cluster_1639,,,0.2147,4490,,,0.2017,7871
Kaurane diterpenoids,,,0.2706,1734,,,0.2197,6621
HILIC-pos_Cluster_1641,,,0.1697,7904,,,0.1354,10872
HILIC-pos_Cluster_1642,,,0.1595,8410,,,0.238,5439
1-acyl-sn-glycero-3-phosphoethanolamines,,,0.2222,3976,,,0.3659,751
Trichothecenes,,,0.2197,4168,,,0.2093,7372
Trichothecenes,,,0.2609,2053,,,0.1904,8672
Hydroxycinnamic acids and derivatives,,,0.2271,3661,,,0.1894,8738
Diterpenoids,,,0.2252,3768,,,0.2859,3077
Triterpenoids,,,0.1781,7390,,,0.3384,1434
Triterpenoids,,,0.3051,993,,,0.1875,8881
Triterpenoids,,,0.2361,3100,,,0.1992,8048
HILIC-pos_Cluster_1651,,,0.268,1826,,,0.3243,1805
Triterpenoids,,,0.2103,4845,,,0.2411,5251
HILIC-pos_Cluster_1653,,,0.2137,4587,,,0.2228,6401
HILIC-pos_Cluster_1654,,,0.3842,285,,,0.3294,1670
HILIC-pos_Cluster_1655,,,0.201,5554,,,0.2216,6485
Fatty acid esters,,,0.1906,6421,,,0.2264,6188
Ergostane steroids,,,0.1896,6511,,,0.2611,4147
HILIC-pos_Cluster_1658,,,0.2327,3307,,,0.4394,227
Triterpenoids,,,0.1325,8969,,,0.3049,2397
Triterpenoids,,,0.2283,3590,,,0.2326,5776
Triterpenoids,,,0.26,2077,,,0.2812,3280
HILIC-pos_Cluster_1662,,,0.1925,6261,,,0.176,9675
HILIC-pos_Cluster_1663,,,0.2097,4886,,,0.2883,2981
Stigmastanes and derivatives,,,0.1665,8107,,,0.2226,6406
Amino acids, peptides, and analogues,,,0.3218,755,,,0.2557,4451
Amino acids, peptides, and analogues,,,0.2902,1261,,,0.2952,2738
Amino acids, peptides, and analogues,,,0.2153,4456,,,0.1969,8234
Dihydroxy bile acids, alcohols and derivatives,,,0.1905,6437,,,0.1518,10647
Dihydroxy bile acids, alcohols and derivatives,,,0.2068,5099,,,0.2622,4107
HILIC-pos_Cluster_1670,,,0.2478,2546,,,0.2567,4387
Amino acids, peptides, and analogues,,,0.2309,3428,,,0.2751,3528
Amino acids, peptides, and analogues,,,0.24,2902,,,0.409,355
C20:4 carnitine,0.4403,73,0.2546,2261,0.6053,13,0.4138,334
Amino acids, peptides, and analogues,,,0.2023,5444,,,0.1858,9024
HILIC-pos_Cluster_1675,,,0.2011,5546,,,0.2726,3640
HILIC-pos_Cluster_1676,,,0.2172,4326,,,0.2338,5704
HILIC-pos_Cluster_1677,,,0.2738,1638,,,0.2874,3020
HILIC-pos_Cluster_1678,,,0.2235,3887,,,0.1796,9458
HILIC-pos_Cluster_1679,,,0.1815,7129,,,0.3744,640
HILIC-pos_Cluster_1680,,,0.1564,8524,,,0.1772,9603
Melleolides and analogues,,,0.2388,2962,,,0.2368,5516
HILIC-pos_Cluster_1682,,,0.2908,1249,,,0.2168,6819
HILIC-pos_Cluster_1683,,,0.1913,6354,,,0.1541,10595
C16:0 LPE,0.3429,226,0.1799,7254,0.3293,861,0.2122,7152
HILIC-pos_Cluster_1685,,,0.2281,3600,,,0.2045,7684
HILIC-pos_Cluster_1686,,,0.254,2287,,,0.1652,10219
HILIC-pos_Cluster_1687,,,0.2091,4953,,,0.2418,5212
Fatty acyl glycosides of mono- and disaccharides,,,0.2901,1262,,,0.2603,4192
HILIC-pos_Cluster_1689,,,0.1905,6438,,,0.251,4683
HILIC-pos_Cluster_1690,,,0.1683,8008,,,0.1673,10134
C20 carnitine,0.3347,260,0.2306,3457,0.287,1539,0.2034,7753
HILIC-pos_Cluster_1692,,,0.1875,6665,,,0.2368,5517
Triterpenoids,,,0.2248,3785,,,0.2226,6409
Triterpenoids,,,0.2889,1291,,,0.2572,4359
Tetracyclines,,,0.1541,8591,,,0.1665,10165
HILIC-pos_Cluster_1696,,,0.1149,9032,,,0.123,10920
HILIC-pos_Cluster_1697,,,0.212,4711,,,0.1614,10365
Withanolides and derivatives,,,0.2448,2667,,,0.3093,2222
HILIC-pos_Cluster_1699,,,0.3699,351,,,0.2218,6473
HILIC-pos_Cluster_1700,,,0.2482,2527,,,0.221,6534
HILIC-pos_Cluster_1701,,,0.1508,8659,,,0.1565,10529
HILIC-pos_Cluster_1702,,,0.2285,3572,,,0.1484,10719
HILIC-pos_Cluster_1703,,,0.1893,6532,,,0.2446,5061
HILIC-pos_Cluster_1704,,,0.374,333,,,0.3004,2542
HILIC-pos_Cluster_1705,,,0.2347,3178,,,0.1929,8506
Tetrahydroxy bile acids, alcohols and derivatives,,,0.2096,4910,,,0.3581,945
Ergosterols and derivatives,,,0.1863,6772,,,0.3211,1888
HILIC-pos_Cluster_1708,,,0.2258,3723,,,0.2638,4023
Sphingolipids,,,0.3129,867,,,0.2086,7424
Diterpene glycosides,,,0.2623,2004,,,0.3054,2376
Diterpene glycosides,,,0.2503,2445,,,0.2069,7523
Tetrahydroxy bile acids, alcohols and derivatives,,,0.2394,2928,,,0.298,2652
Stigmastanes and derivatives,,,0.2308,3442,,,0.1901,8692
HILIC-pos_Cluster_1714,,,0.2138,4574,,,0.2446,5062
HILIC-pos_Cluster_1715,,,0.4562,88,,,0.4145,330
HILIC-pos_Cluster_1716,,,0.2638,1949,,,0.3258,1770
HILIC-pos_Cluster_1717,,,0.2184,4246,,,0.2378,5455
HILIC-pos_Cluster_1718,,,0.2325,3326,,,0.19,8707
HILIC-pos_Cluster_1719,,,0.1258,9000,,,0.1519,10645
HILIC-pos_Cluster_1720,,,0.2329,3299,,,0.2584,4292
HILIC-pos_Cluster_1721,,,0.1752,7592,,,0.2057,7596
Brassinolides and derivatives,,,0.2189,4209,,,0.2561,4429
Diazines,,,0.2502,2448,,,0.381,573
Diazines,,,0.3179,800,,,0.3852,531
Bile acids, alcohols and derivatives,,,0.2393,2934,,,0.2294,5986
HILIC-pos_Cluster_1726,,,0.266,1888,,,0.2251,6268
HILIC-pos_Cluster_1727,,,0.2405,2884,,,0.2729,3628
Sphingolipids,,,0.2344,3196,,,0.2587,4276
Sphingolipids,,,0.1966,5930,,,0.1789,9501
Sphingolipids,,,0.1855,6843,,,0.1647,10233
HILIC-pos_Cluster_1731,,,0.2098,4880,,,0.2187,6682
HILIC-pos_Cluster_1732,,,0.2336,3257,,,0.2516,4657
HILIC-pos_Cluster_1733,,,0.3451,511,,,0.3274,1732
HILIC-pos_Cluster_1734,,,0.1391,8902,,,0.1915,8614
HILIC-pos_Cluster_1735,,,0.1488,8714,,,0.1702,9976
HILIC-pos_Cluster_1736,,,0.1816,7122,,,0.1796,9459
HILIC-pos_Cluster_1737,,,0.2648,1921,,,0.3581,946
HILIC-pos_Cluster_1738,,,0.2314,3398,,,0.2037,7732
HILIC-pos_Cluster_1739,,,0.2993,1093,,,0.5983,19
HILIC-pos_Cluster_1740,,,0.3573,427,,,0.277,3452
HILIC-pos_Cluster_1741,,,0.1709,7830,,,0.1863,8976
HILIC-pos_Cluster_1742,,,0.195,6064,,,0.2989,2614
HILIC-pos_Cluster_1743,,,0.1942,6138,,,0.2036,7742
HILIC-pos_Cluster_1744,,,0.1694,7920,,,0.1955,8331
O-glycosyl compounds,,,0.3799,300,,,0.3523,1137
HILIC-pos_Cluster_1746,,,0.1949,6072,,,0.1847,9112
Acyl carnitines,,,0.2534,2316,,,0.228,6087
HILIC-pos_Cluster_1748,,,0.3185,796,,,0.2671,3874
Acyl carnitines,,,0.3663,369,,,0.4199,304
HILIC-pos_Cluster_1750,,,0.1586,8445,,,0.1843,9139
HILIC-pos_Cluster_1751,,,0.2769,1561,,,0.2907,2893
Triterpenoids,,,0.1981,5811,,,0.1947,8381
HILIC-pos_Cluster_1753,,,0.1935,6192,,,0.2163,6850
HILIC-pos_Cluster_1754,,,0.2194,4185,,,0.1811,9349
HILIC-pos_Cluster_1755,,,0.2741,1633,,,0.2185,6694
Spirosolanes and derivatives,,,0.2452,2647,,,0.1933,8482
HILIC-pos_Cluster_1757,,,0.2434,2743,,,0.2183,6705
Triterpenoids,,,0.2632,1972,,,0.2591,4249
Triterpene saponins,,,0.2068,5100,,,0.1554,10564
HILIC-pos_Cluster_1760,,,0.1848,6906,,,0.2662,3911
HILIC-pos_Cluster_1761,,,0.2149,4479,,,0.1932,8489
HILIC-pos_Cluster_1762,,,0.1647,8190,,,0.2104,7290
HILIC-pos_Cluster_1763,,,0.1503,8672,,,0.1713,9917
Cholesterols and derivatives,,,0.2133,4621,,,0.2967,2685
HILIC-pos_Cluster_1765,,,0.197,5890,,,0.1724,9856
HILIC-pos_Cluster_1766,,,0.2235,3888,,,0.2299,5957
1-acyl-sn-glycero-3-phosphoethanolamines,,,0.1977,5842,,,0.1719,9879
HILIC-pos_Cluster_1768,,,0.2232,3912,,,0.2089,7406
Brassinolides and derivatives,,,0.2198,4156,,,0.2298,5959
HILIC-pos_Cluster_1770,,,0.1811,7157,,,0.2647,3981
2-acyl-sn-glycero-3-phosphoethanolamines,,,0.2411,2856,,,0.2442,5085
HILIC-pos_Cluster_1772,,,0.2238,3869,,,0.2263,6193
C16:1 LPC plasmalogen*,0.3048,376,0.2681,1819,0.3865,315,0.2443,5080
HILIC-pos_Cluster_1774,,,0.2898,1272,,,0.2274,6123
HILIC-pos_Cluster_1775,,,0.2379,3007,,,0.3601,893
HILIC-pos_Cluster_1776,,,0.1775,7441,,,0.1786,9520
HILIC-pos_Cluster_1777,,,0.1961,5973,,,0.2476,4881
Diterpenoids,,,0.307,960,,,0.2488,4811
HILIC-pos_Cluster_1779,,,0.1923,6275,,,0.1803,9408
HILIC-pos_Cluster_1780,,,0.1445,8798,,,0.1999,8002
HILIC-pos_Cluster_1781,,,0.14,8893,,,0.1439,10783
HILIC-pos_Cluster_1782,,,0.1648,8186,,,0.1489,10711
HILIC-pos_Cluster_1783,,,0.1989,5741,,,0.2672,3868
HILIC-pos_Cluster_1784,,,0.1875,6666,,,0.1757,9690
1-acyl-sn-glycero-3-phosphoethanolamines,,,0.2159,4414,,,0.1748,9725
HILIC-pos_Cluster_1786,,,0.2018,5483,,,0.2523,4632
HILIC-pos_Cluster_1787,,,0.2696,1772,,,0.2514,4664
HILIC-pos_Cluster_1788,,,0.3737,336,,,0.2762,3483
HILIC-pos_Cluster_1789,,,0.1971,5886,,,0.1979,8145
Cinnamic acids and derivatives,,,0.2889,1292,,,0.2175,6764
HILIC-pos_Cluster_1791,,,0.2413,2838,,,0.2827,3203
HILIC-pos_Cluster_1792,,,0.1947,6093,,,0.1903,8679
HILIC-pos_Cluster_1793,,,0.2038,5314,,,0.2277,6100
HILIC-pos_Cluster_1794,,,0.2373,3043,,,0.194,8425
HILIC-pos_Cluster_1795,,,0.4428,106,,,0.3188,1944
HILIC-pos_Cluster_1796,,,0.1854,6852,,,0.2151,6953
HILIC-pos_Cluster_1797,,,0.1973,5873,,,0.2045,7685
HILIC-pos_Cluster_1798,,,0.1779,7413,,,0.1733,9805
HILIC-pos_Cluster_1799,,,0.2484,2515,,,0.2153,6931
HILIC-pos_Cluster_1800,,,0.2436,2733,,,0.2528,4603
HILIC-pos_Cluster_1801,,,0.193,6226,,,0.1923,8544
HILIC-pos_Cluster_1802,,,0.2124,4682,,,0.3174,1992
Triterpenoids,,,0.2634,1967,,,0.3125,2138
HILIC-pos_Cluster_1804,,,0.1761,7531,,,0.1976,8170
HILIC-pos_Cluster_1805,,,0.2476,2564,,,0.1916,8602
HILIC-pos_Cluster_1806,,,0.2162,4391,,,0.2013,7907
HILIC-pos_Cluster_1807,,,0.2664,1874,,,0.2324,5785
HILIC-pos_Cluster_1808,,,0.2223,3969,,,0.2889,2957
HILIC-pos_Cluster_1809,,,0.198,5821,,,0.32,1917
Flavonoids,,,0.1975,5862,,,0.1813,9338
Triterpenoids,,,0.2492,2485,,,0.236,5574
HILIC-pos_Cluster_1812,,,0.1405,8884,,,0.1844,9128
HILIC-pos_Cluster_1813,,,0.3139,856,,,0.2783,3397
HILIC-pos_Cluster_1814,,,0.2915,1229,,,0.2646,3984
HILIC-pos_Cluster_1815,,,0.3157,825,,,0.2282,6078
Diterpenoids,,,0.2675,1840,,,0.1853,9059
Tocopherols,,,0.2374,3036,,,0.2696,3763
Beta-diketones,,,0.1777,7427,,,0.3444,1296
HILIC-pos_Cluster_1819,,,0.2236,3878,,,0.2921,2842
1-acyl-sn-glycero-3-phosphocholines,,,0.1597,8401,,,0.1695,10021
HILIC-pos_Cluster_1821,,,0.2308,3443,,,0.1874,8890
HILIC-pos_Cluster_1822,,,0.2396,2919,,,0.2214,6496
Diterpenoids,,,0.1959,5990,,,0.2009,7929
HILIC-pos_Cluster_1824,,,0.2423,2791,,,0.386,521
HILIC-pos_Cluster_1825,,,0.1839,6967,,,0.2712,3701
HILIC-pos_Cluster_1826,,,0.2713,1714,,,0.392,474
HILIC-pos_Cluster_1827,,,0.2077,5030,,,0.2427,5166
1-acyl-sn-glycero-3-phosphocholines,,,0.1359,8943,,,0.1291,10901
HILIC-pos_Cluster_1829,,,0.2101,4857,,,0.1874,8891
Amino acids, peptides, and analogues,,,0.1712,7809,,,0.2249,6285
HILIC-pos_Cluster_1831,,,0.1362,8941,,,0.1859,9016
HILIC-pos_Cluster_1832,,,0.2111,4778,,,0.1818,9304
Oligopeptides,,,0.291,1242,,,0.3424,1339
2-acyl-sn-glycero-3-phosphocholines,,,0.1696,7910,,,0.2037,7729
HILIC-pos_Cluster_1835,,,0.1728,7737,,,0.1746,9736
HILIC-pos_Cluster_1836,,,0.2427,2769,,,0.2855,3088
HILIC-pos_Cluster_1837,,,0.175,7604,,,0.2802,3330
HILIC-pos_Cluster_1838,,,0.2053,5215,,,0.1726,9843
Diazines,,,0.4219,136,,,0.4206,299
HILIC-pos_Cluster_1840,,,0.2022,5450,,,0.205,7641
Triterpenoids,,,0.2167,4357,,,0.2987,2621
HILIC-pos_Cluster_1842,,,0.2344,3200,,,0.1512,10667
HILIC-pos_Cluster_1843,,,0.2821,1450,,,0.2293,5993
HILIC-pos_Cluster_1844,,,0.2434,2744,,,0.1918,8583
HILIC-pos_Cluster_1845,,,0.2265,3691,,,0.2606,4174
HILIC-pos_Cluster_1846,,,0.1757,7555,,,0.2055,7605
Oligosaccharides,,,0.1795,7281,,,0.1639,10266
HILIC-pos_Cluster_1848,,,0.2604,2066,,,0.1988,8070
HILIC-pos_Cluster_1849,,,0.2253,3760,,,0.1793,9477
Triterpenoids,,,0.2608,2058,,,0.2418,5213
HILIC-pos_Cluster_1851,,,0.1978,5833,,,0.3232,1832
HILIC-pos_Cluster_1852,,,0.1638,8238,,,0.1993,8042
Acyl carnitines,,,0.3164,816,,,0.3069,2321
1-(1Z-alkenyl)-glycero-3-phosphocholines,,,0.3108,905,,,0.2464,4948
C18:1 LPC plasmalogen*,0.2974,411,0.2619,2018,0.4076,241,0.2389,5378
Triterpenoids,,,0.2349,3170,,,0.2183,6713
HILIC-pos_Cluster_1857,,,0.1884,6594,,,0.2711,3704
HILIC-pos_Cluster_1858,,,0.189,6546,,,0.2201,6594
Triterpenoids,,,0.1881,6621,,,0.1906,8659
HILIC-pos_Cluster_1860,,,0.1889,6561,,,0.1723,9863
HILIC-pos_Cluster_1861,,,0.1806,7194,,,0.2961,2709
HILIC-pos_Cluster_1862,,,0.171,7824,,,0.2161,6875
1-acyl-sn-glycero-3-phosphocholines,,,0.2174,4312,,,0.1981,8132
HILIC-pos_Cluster_1864,,,0.4491,94,,,0.2371,5498
Monoalkylglycerophosphocholines,,,0.2622,2010,,,0.216,6878
HILIC-pos_Cluster_1866,,,0.174,7661,,,0.1774,9590
Sphingolipids,,,0.2952,1162,,,0.2102,7308
HILIC-pos_Cluster_1868,,,0.3543,448,,,0.4376,229
HILIC-pos_Cluster_1869,,,0.2837,1400,,,0.2394,5344
Monoterpenoids,,,0.2158,4422,,,0.2256,6231
HILIC-pos_Cluster_1871,,,0.2054,5207,,,0.3553,1012
HILIC-pos_Cluster_1872,,,0.1568,8510,,,0.1987,8079
HILIC-pos_Cluster_1873,,,0.4164,147,,,0.2754,3513
Sphingolipids,,,0.2208,4077,,,0.2044,7687
HILIC-pos_Cluster_1875,,,0.2284,3577,,,0.2723,3658
Taurinated bile acids and derivatives,,,0.2106,4810,,,0.2352,5621
Peptidomimetics,,,0.2409,2863,,,0.2153,6932
Peptidomimetics,,,0.1882,6616,,,0.1938,8444
Triterpenoids,,,0.2807,1468,,,0.2069,7528
HILIC-pos_Cluster_1880,,,0.2895,1278,,,0.3318,1604
HILIC-pos_Cluster_1881,,,0.1687,7977,,,0.1861,9001
HILIC-pos_Cluster_1882,,,0.1682,8015,,,0.2538,4557
HILIC-pos_Cluster_1883,,,0.2102,4848,,,0.2743,3568
Cyclic ketones,,,0.3471,502,,,0.2795,3357
Triterpenoids,,,0.1905,6439,,,0.1773,9598
HILIC-pos_Cluster_1886,,,0.1511,8651,,,0.178,9556
1-acyl-sn-glycero-3-phosphocholines,,,0.1999,5650,,,0.1706,9950
HILIC-pos_Cluster_1888,,,0.2602,2071,,,0.2744,3565
HILIC-pos_Cluster_1889,,,0.2315,3393,,,0.2457,4990
HILIC-pos_Cluster_1890,,,0.2258,3727,,,0.2112,7221
HILIC-pos_Cluster_1891,,,0.1914,6344,,,0.1652,10220
HILIC-pos_Cluster_1892,,,0.1503,8673,,,0.1516,10655
C18:1 LPC*,0.2358,621,0.1744,7641,0.2219,2460,0.1564,10534
HILIC-pos_Cluster_1894,,,0.2133,4622,,,0.1943,8407
HILIC-pos_Cluster_1895,,,0.2495,2470,,,0.2162,6867
HILIC-pos_Cluster_1896,,,0.2547,2258,,,0.1834,9184
2-acyl-sn-glycero-3-phosphocholines,,,0.2057,5183,,,0.1772,9604
Fatty alcohols,,,0.2102,4849,,,0.2403,5294
C18:0 LPC,0.2476,599,0.1543,8585,0.2483,2170,0.1455,10755
HILIC-pos_Cluster_1900,,,0.1956,6009,,,0.2312,5865
HILIC-pos_Cluster_1901,,,0.1952,6046,,,0.1998,8009
HILIC-pos_Cluster_1902,,,0.1519,8637,,,0.273,3623
HILIC-pos_Cluster_1903,,,0.1679,8030,,,0.1892,8748
HILIC-pos_Cluster_1904,,,0.146,8776,,,0.1906,8660
HILIC-pos_Cluster_1905,,,0.1429,8838,,,0.1799,9434
HILIC-pos_Cluster_1906,,,0.1959,5991,,,0.2136,7059
HILIC-pos_Cluster_1907,,,0.1876,6656,,,0.2535,4568
HILIC-pos_Cluster_1908,,,0.1795,7282,,,0.1683,10083
HILIC-pos_Cluster_1909,,,0.2757,1590,,,0.2514,4665
HILIC-pos_Cluster_1910,,,0.1846,6919,,,0.2069,7529
HILIC-pos_Cluster_1911,,,0.1847,6914,,,0.1746,9737
HILIC-pos_Cluster_1912,,,0.1927,6245,,,0.1638,10270
HILIC-pos_Cluster_1913,,,0.1402,8890,,,0.183,9218
HILIC-pos_Cluster_1914,,,0.1477,8738,,,0.1869,8930
HILIC-pos_Cluster_1915,,,0.1823,7073,,,0.1741,9768
HILIC-pos_Cluster_1916,,,0.2276,3626,,,0.2305,5918
HILIC-pos_Cluster_1917,,,0.2166,4363,,,0.1901,8693
HILIC-pos_Cluster_1918,,,0.1893,6533,,,0.1743,9759
HILIC-pos_Cluster_1919,,,0.2014,5521,,,0.2565,4401
HILIC-pos_Cluster_1920,,,0.176,7536,,,0.1936,8458
Triterpenoids,,,0.3308,662,,,0.292,2844
HILIC-pos_Cluster_1922,,,0.1828,7035,,,0.1889,8772
HILIC-pos_Cluster_1923,,,0.2366,3069,,,0.2819,3245
HILIC-pos_Cluster_1924,,,0.1822,7080,,,0.1689,10049
HILIC-pos_Cluster_1925,,,0.2442,2704,,,0.242,5206
Sphingolipids,,,0.2129,4650,,,0.1567,10520
Oligosaccharides,,,0.2993,1094,,,0.1873,8900
HILIC-pos_Cluster_1928,,,0.2297,3502,,,0.5965,20
HILIC-pos_Cluster_1929,,,0.2725,1678,,,0.2177,6747
Triterpenoids,,,0.3598,413,,,0.3372,1460
HILIC-pos_Cluster_1931,,,0.3038,1021,,,0.2111,7236
HILIC-pos_Cluster_1932,,,0.1968,5912,,,0.1832,9201
HILIC-pos_Cluster_1933,,,0.1765,7505,,,0.2576,4335
HILIC-pos_Cluster_1934,,,0.2048,5245,,,0.2072,7501
Sphingolipids,,,0.2194,4186,,,0.2515,4661
HILIC-pos_Cluster_1936,,,0.258,2137,,,0.3015,2491
HILIC-pos_Cluster_1937,,,0.2022,5451,,,0.1839,9162
HILIC-pos_Cluster_1938,,,0.1592,8421,,,0.2283,6071
HILIC-pos_Cluster_1939,,,0.2117,4727,,,0.158,10478
Sphingolipids,,,0.1849,6895,,,0.1632,10295
HILIC-pos_Cluster_1941,,,0.3065,968,,,0.2085,7431
HILIC-pos_Cluster_1942,,,0.165,8180,,,0.2069,7530
Sphingolipids,,,0.3735,337,,,0.3797,591
HILIC-pos_Cluster_1944,,,0.1786,7357,,,0.1685,10071
HILIC-pos_Cluster_1945,,,0.2037,5329,,,0.245,5032
HILIC-pos_Cluster_1946,,,0.166,8137,,,0.1682,10092
HILIC-pos_Cluster_1947,,,0.1548,8568,,,0.1835,9182
Pyridines and derivatives,,,0.2337,3242,,,0.2405,5281
HILIC-pos_Cluster_1949,,,0.1163,9024,,,0.1267,10907
HILIC-pos_Cluster_1950,,,0.2275,3634,,,0.2882,2983
HILIC-pos_Cluster_1951,,,0.2159,4409,,,0.2491,4797
Long-chain fatty alcohols,,,0.2936,1194,,,0.2684,3818
Sphingolipids,,,0.3071,959,,,0.2189,6670
Cardiolipins,,,0.3744,332,,,0.2678,3844
HILIC-pos_Cluster_1955,,,0.1898,6495,,,0.243,5163
HILIC-pos_Cluster_1956,,,0.2166,4364,,,0.2426,5167
HILIC-pos_Cluster_1957,,,0.2478,2549,,,0.1721,9868
HILIC-pos_Cluster_1958,,,0.2115,4744,,,0.2602,4195
Cardiolipins,,,0.3502,471,,,0.2362,5567
Cardiolipins,,,0.339,573,,,0.2215,6495
HILIC-pos_Cluster_1961,,,0.1969,5902,,,0.2476,4882
